-180,2.30194460412194
-179,2.30007240677694
-178,2.29442125403236
-177,2.28499110460968
-176,2.27178170787246
-175,2.25479258712352
-174,2.23402301697006
-173,2.20947199471374
-172,2.18113820570505
-171,2.14901998258233
-170,2.11311525829606
-169,2.07342151279732
-168,2.02993571324624
-167,1.98265424757085
-166,1.93157285117946
-165,1.87668652659912
-164,1.81798945577985
-163,1.75547490476718
-162,1.68913512040541
-161,1.61896121868865
-160,1.54494306432689
-159,1.46706914103845
-158,1.38532641201843
-157,1.29970016996329
-156,1.21017387595394
-155,1.11672898641358
-154,1.01934476725831
-153,0.917998094249715
-152,0.812663238434965
-151,0.703311635421487
-150,0.589911637075866
-149,0.472428244059379
-148,0.350822817410991
-147,0.225052767159766
-146,0.0950712156879976
-145,-0.0391733667312389
-144,-0.177737557138825
-143,-0.320683409143949
-142,-0.468078919984416
-141,-0.61999853966714
-140,-0.776523727061673
-139,-0.937743558513927
-138,-1.10375539535449
-137,-1.27466561761759
-136,-1.45059043238877
-135,-1.63165676649286
-134,-1.81800325475781
-133,-2.00978133689097
-132,-2.20715647814175
-131,-2.41030953146928
-130,-2.61943826197663
-129,-2.83475905802559
-128,-3.05650885785015
-127,-3.28494732582007
-126,-3.52035931899473
-125,-3.76305769254227
-124,-4.01338650234967
-123,-4.27172467519963
-122,-4.53849023186413
-121,-4.81414516718604
-120,-5.09920111477564
-119,-5.39422595378402
-118,-5.69985155327651
-117,-6.01678289864939
-116,-6.3458089079161
-115,-6.6878153285149
-114,-7.04380021450906
-113,-7.41489262948022
-112,-7.80237541608372
-111,-8.20771313944977
-110,-8.63258667817889
-109,-9.07893644798286
-108,-9.54901696622619
-107,-10.045466504091
-106,-10.5713970888246
-105,-11.1305123704739
-104,-11.7272642783296
-103,-12.3670646675515
-102,-13.0565765021235
-101,-13.8041226489
-100,-14.6202728604124
-99,-15.5187079542533
-98,-16.5175274723552
-97,-17.6412869477173
-96,-18.9242630640439
-95,-20.4157883276928
-94,-22.1887984262125
-93,-24.3509268218214
-92,-27.0361311546495
-91,-30.1749841268102
-90,-32.0981488094529
-89,-30.2343089317971
-88,-27.0945631254803
-87,-24.3992374180898
-86,-22.2292033835524
-85,-20.4507194477592
-84,-18.9554140965281
-83,-17.669794570661
-82,-16.5441703122185
-81,-15.5440358781784
-80,-14.6446859659282
-79,-13.8279199709083
-78,-13.0799868418682
-77,-12.3902666858791
-76,-11.7503999674792
-75,-11.1536963243713
-74,-10.5947230336723
-73,-10.0690119966921
-72,-9.57284683828046
-71,-9.10310537391274
-70,-8.65714111860506
-69,-8.23269283216811
-68,-7.82781453390962
-67,-7.44082068930988
-66,-7.07024279815258
-65,-6.71479465940878
-64,-6.37334431627508
-63,-6.04489119939091
-62,-5.72854735511101
-61,-5.42352191352147
-60,-5.12910814768597
-59,-4.84467262184879
-58,-4.5696460361276
-57,-4.30351545848508
-56,-4.04581769847052
-55,-3.79613362638099
-54,-3.55408327973252
-53,-3.31932162890407
-52,-3.09153489747761
-51,-2.87043735160038
-50,-2.65576848773302
-49,-2.44729056024724
-48,-2.24478640012711
-47,-2.04805748399389
-46,-1.85692221918918
-45,-1.67121441600447
-44,-1.49078192256637
-43,-1.31548540155297
-42,-1.14519723097138
-41,-0.979800513780641
-40,-0.819188183289913
-39,-0.663262193069453
-38,-0.511932781642175
-37,-0.365117803521987
-36,-0.22274211927158
-35,-0.0847370381979005
-34,0.0489601918858566
-33,0.178406852705731
-32,0.303655185652691
-31,0.424752787741276
-30,0.541742976702988
-29,0.654665128124038
-28,0.76355498719546
-27,0.868444957344872
-26,0.969364367757949
-25,1.06633972156822
-24,1.1593949262922
-23,1.24855150790954
-22,1.33382880983095
-21,1.41524417785882
-20,1.49281313212261
-19,1.56654952686316
-18,1.63646569884386
-17,1.70257260508122
-16,1.76487995051207
-15,1.82339630614688
-14,1.87812921819913
-13,1.92908530862715
-12,1.97627036747739
-11,2.01968943737557
-10,2.05934689047438
-9,2.09524649813216
-8,2.12739149356665
-7,2.1557846277004
-6,2.18042821838932
-5,2.20132419320339
-4,2.21847412590769
-3,2.23187926677262
-2,2.24154056682439
-1,2.24745869612999
0,2.24963405619429
1,2.24806678653204
2,2.2427567654612
3,2.23370360514951
4,2.2209066409303
5,2.20436491488761
6,2.18407715369452
7,2.16004174067091
8,2.13225668200905
9,2.10071956709535
10,2.0654275228361
11,2.02637716187218
12,1.98356452454292
13,1.93698501443298
14,1.88663332730625
15,1.8325033731992
16,1.7745881914104
17,1.71287985808472
18,1.64736938604726
19,1.57804661649563
20,1.50490010210644
21,1.4279169810545
22,1.34708284137867
23,1.26238157505751
24,1.17379522107822
25,1.08130379669395
26,0.98488511596574
27,0.884514594574493
28,0.780165039764243
29,0.671806424138089
30,0.559405641870809
31,0.442926245724084
32,0.322328163048879
33,0.197567388730732
34,0.0685956527734364
35,-0.0646399400803145
36,-0.202197301632532
37,-0.34413978574845
38,-0.490536651888647
39,-0.641463570950254
40,-0.797003178310016
41,-0.957245679655125
42,-1.12228951599394
43,-1.29224209517938
44,-1.46722059837894
45,-1.64735287121879
46,-1.83277841085302
47,-2.02364946201121
48,-2.22013223721611
49,-2.42240827891069
50,-2.63067598427987
51,-2.84515231721116
52,-3.06607473624919
53,-3.29370337274307
54,-3.52832349988826
55,-3.77024834131758
56,-4.01982227767202
57,-4.27742452166424
58,-4.54347334716657
59,-4.81843097663572
60,-5.10280925482155
61,-5.39717626665191
62,-5.70216409539541
63,-6.01847796633136
64,-6.34690708482804
65,-6.68833756096538
66,-7.04376792264266
67,-7.41432786538911
68,-7.80130108401069
69,-8.20615329927937
70,-8.63056696225343
71,-9.07648463446436
72,-9.54616377223812
73,-10.0422466928443
74,-10.5678510338918
75,-11.126688299618
76,-11.723221550953
77,-12.3628786650763
78,-13.0523461088407
79,-13.7999820315841
80,-14.6164106540091
81,-15.5153997730155
82,-16.515193646223
83,-17.6406009687056
84,-18.9263695721639
85,-20.4227791109456
86,-22.2048624427292
87,-24.3854777629942
88,-27.1132321214079
89,-30.3563872967692
90,-32.4070394791639
91,-30.4399328798424
92,-27.1924554683724
93,-24.4488759118622
94,-22.2560632192145
95,-20.4653064099792
96,-18.9626066016425
97,-17.6721230863788
98,-16.5430680430878
99,-15.5403721631158
100,-14.6390172368261
101,-13.8206178275012
102,-13.0713079440435
103,-12.3803930805984
104,-11.7394634743318
105,-11.141793883263
106,-10.5819267039038
107,-10.055375671317
108,-9.5584108751363
109,-9.08789986739444
110,-8.64118826214222
111,-8.21600865873869
112,-7.81041022257516
113,-7.42270356346769
114,-7.05141710121361
115,-6.6952621673882
116,-6.35310482924989
117,-6.02394294184657
118,-5.70688730694434
119,-5.40114608767024
120,-5.10601182622805
121,-4.82085055943643
122,-4.54509263744938
123,-4.27822493484405
124,-4.01978420737125
125,-3.76935139711799
126,-3.52654672728899
127,-3.29102545794714
128,-3.06247419783324
129,-2.84060768627882
130,-2.62516597433295
131,-2.41591194637658
132,-2.21262913332991
133,-2.0151197765568
134,-1.82320310810974
135,-1.63671381833341
136,-1.45550068628163
137,-1.27942535208212
138,-1.10836121344834
139,-0.942192431100874
140,-0.780813030012856
141,-0.624126085207893
142,-0.472042982373156
143,-0.324482744852776
144,-0.181371419695864
145,-0.042641516381221
146,0.0917685073468443
147,0.221914717398944
148,0.347848137282577
149,0.469615147810622
150,0.587257855870333
151,0.700814435154795
152,0.81031944141773
153,0.915804104514365
154,1.01729659923066
155,1.11482229667454
156,1.20840399780231
157,1.29806215047668
158,1.3838150512974
159,1.46567903330808
160,1.54366864056125
161,1.61779679041618
162,1.68807492434879
163,1.75451314796807
164,1.81712036085832
165,1.87590437679937
166,1.93087203485728
167,1.98202930178463
168,2.02938136612162
169,2.07293272434665
170,2.11268725938634
171,2.14864831176052
172,2.18081874360634
173,2.2092009957972
174,2.23379713834657
175,2.25460891426282
176,2.27163777699961
177,2.28488492162602
178,2.29435130982172
179,2.3000376887847
180,2.30194460412194
